# Znak Russian dictionary.
# Source: hingston/russian 50000-russian-words-cyrillic-only.txt
# Derived from University of Leeds Corpus, CC BY Attribution.
# Format:
#   word frequency
# Lines beginning with # are ignored. Frequency is optional; higher means earlier.
поднимать 98047
покинуть 98046
болеть 98045
фактически 98044
глупый 98043
представляться 98042
преимущество 98041
протянуть 98040
соглашение 98039
задний 98038
доступный 98037
предстоять 98036
куча 98035
задавать 98034
осторожно 98033
устраивать 98032
давай 98031
покой 98030
насчет 98029
бок 98028
добро 98027
независимый 98026
объяснение 98025
солнечный 98024
выразить 98023
трудность 98022
дурак 98021
елена 98020
сотрудничество 98019
площадка 98018
устать 98017
конь 98016
единица 98015
путешествие 98014
классический 98013
честный 98012
обязанный 98011
кот 98010
приказать 98009
де 98008
существенный 98007
взаимодействие 98006
империя 98005
сомневаться 98004
православный 98003
вздохнуть 98002
температура 98001
бросать 98000
отрасль 97999
обо 97998
платье 97997
труба 97996
стандарт 97995
отдых 97994
воспользоваться 97993
отчет 97992
злой 97991
добраться 97990
удаваться 97989
часы 97988
страсть 97987
цивилизация 97986
дивизия 97985
масло 97984
пациент 97983
денежный 97982
полиция 97981
юг 97980
редкий 97979
ставка 97978
соединить 97977
юридический 97976
вина 97975
ирина 97974
летать 97973
молоко 97972
костюм 97971
лоб 97970
стакан 97969
сухой 97968
дворец 97967
кончиться 97966
промышленность 97965
спорт 97964
марина 97963
обмен 97962
запретить 97961
жаль 97960
демократия 97959
взрыв 97958
широко 97957
пушкин 97956
особо 97955
стрелять 97954
молча 97953
убивать 97952
стремление 97951
отказ 97950
забота 97949
судебный 97948
нож 97947
вагон 97946
безусловно 97945
довольный 97944
популярный 97943
нефть 97942
последующий 97941
подписать 97940
мышление 97939
суббота 97938
округ 97937
выступить 97936
лечь 97935
рассчитывать 97934
очевидный 97933
пятьдесят 97932
управлять 97931
вещество 97930
академия 97929
продолжение 97928
сантиметр 97927
навсегда 97926
коллектив 97925
живот 97924
штука 97923
картинка 97922
корень 97921
желтый 97920
сложно 97919
затрата 97918
деревянный 97917
возвращение 97916
образец 97915
земной 97914
профессия 97913
оказывать 97912
школьный 97911
вон 97910
коммерческий 97909
половой 97908
сыграть 97907
гостиница 97906
кампания 97905
заболевание 97904
утверждение 97903
выдержать 97902
село 97901
почта 97900
космический 97899
повезти 97898
послушать 97897
ой 97896
слушатель 97895
привезти 97894
пауза 97893
палата 97892
эффективность 97891
кредит 97890
пьяный 97889
победить 97888
приложение 97887
заплатить 97886
уверенность 97885
убедиться 97884
сэр 97883
резкий 97882
лев 97881
сверху 97880
спрос 97879
различие 97878
учение 97877
трое 97876
отмечать 97875
телефонный 97874
воскресенье 97873
восприятие 97872
открыться 97871
грязный 97870
доказательство 97869
деловой 97868
пятница 97867
