# Znak Russian dictionary.
# Source: hingston/russian 50000-russian-words-cyrillic-only.txt
# Derived from University of Leeds Corpus, CC BY Attribution.
# Format:
#   word frequency
# Lines beginning with # are ignored. Frequency is optional; higher means earlier.
горний 69368
каземат 69367
роспатент 69366
рябой 69365
кортес 69364
десница 69363
галифе 69362
сект 69361
багряный 69360
вазелин 69359
неумеренный 69358
неполадки 69357
конъюнктурный 69356
ланг 69355
алрос 69354
люцина 69353
танин 69352
главно 69351
изя 69350
перешёл 69349
возделывать 69348
заклятый 69347
анджей 69346
кулачный 69345
навзрыд 69344
копеечный 69343
досадовать 69342
отрешенно 69341
запасаться 69340
невнимательность 69339
нечистоты 69338
неизбывный 69337
мулин 69336
модернистский 69335
примирительно 69334
квинт 69333
глазунов 69332
предсказатель 69331
вылизать 69330
чудес 69329
наобум 69328
пруссак 69327
бабнуть 69326
евсей 69325
неадекватность 69324
джорджия 69323
диего 69322
хитросплетение 69321
руф 69320
полусфера 69319
сенокос 69318
миро 69317
захлестывать 69316
крупинка 69315
брелок 69314
циффель 69313
кетамин 69312
подавленность 69311
тишков 69310
южнокорейский 69309
эйфелев 69308
клинт 69307
управитель 69306
нейлоновый 69305
гомосексуальность 69304
образцово 69303
телецентр 69302
бижутерия 69301
хазарский 69300
лысеть 69299
разомкнуть 69298
слабонервный 69297
называемый 69296
харон 69295
заряжаться 69294
переваливаться 69293
ксенон 69292
сублимация 69291
излучина 69290
виллис 69289
похвалиться 69288
буржуазно 69287
иветта 69286
вывозиться 69285
плодовитый 69284
конвертация 69283
осквернять 69282
рассвирепеть 69281
трапезная 69280
крепыш 69279
бредовой 69278
передаточный 69277
нф 69276
поторопить 69275
ерш 69274
завлекать 69273
примеч 69272
июллетень 69271
келдер 69270
саровский 69269
топография 69268
вк 69267
дедушкин 69266
гав 69265
прибивать 69264
грабительский 69263
рунический 69262
черепашка 69261
популистский 69260
лобанов 69259
